,stop_id,car_id,timestamp
45,3.0,1.0,2014-01-11 18:42:01
46,9.0,1.0,2014-01-11 19:47:01
47,3.0,1.0,2014-01-12 12:45:01
48,2.0,1.0,2014-01-12 14:11:01
49,3.0,1.0,2014-01-12 15:14:01
50,3.0,1.0,2014-01-13 07:36:01
51,0.0,1.0,2014-01-13 08:11:01
52,1.0,1.0,2014-01-13 12:15:01
53,2.0,1.0,2014-01-13 13:35:01
54,1.0,1.0,2014-01-13 17:30:01
55,3.0,1.0,2014-01-13 18:45:01
56,6.0,1.0,2014-01-13 19:56:01
57,3.0,1.0,2014-01-13 20:10:01
58,3.0,1.0,2014-01-14 07:24:01
59,0.0,1.0,2014-01-14 08:04:01
60,1.0,1.0,2014-01-14 12:07:01
61,10.0,1.0,2014-01-14 13:22:01
62,1.0,1.0,2014-01-14 17:42:01
63,3.0,1.0,2014-01-14 19:26:01
64,6.0,1.0,2014-01-14 21:15:01
65,3.0,1.0,2014-01-15 07:33:01
66,0.0,1.0,2014-01-15 07:59:01
67,1.0,1.0,2014-01-15 12:07:01
68,6.0,1.0,2014-01-15 13:29:01
69,1.0,1.0,2014-01-15 17:48:01
70,3.0,1.0,2014-01-15 19:44:01
71,6.0,1.0,2014-01-15 20:40:01
72,3.0,1.0,2014-01-15 20:53:01
73,3.0,1.0,2014-01-15 22:33:01
74,1.0,1.0,2014-01-16 00:09:01
75,3.0,1.0,2014-01-16 06:30:01
76,3.0,1.0,2014-01-16 07:48:01
77,0.0,1.0,2014-01-16 08:10:01
78,1.0,1.0,2014-01-16 12:23:01
79,11.0,1.0,2014-01-16 13:34:01
80,1.0,1.0,2014-01-16 17:25:01
81,3.0,1.0,2014-01-16 18:54:01
82,6.0,1.0,2014-01-16 20:35:01
83,3.0,1.0,2014-01-17 07:45:01
84,0.0,1.0,2014-01-17 08:05:01
85,1.0,1.0,2014-01-17 17:52:01
86,3.0,1.0,2014-01-17 19:35:01
87,6.0,1.0,2014-01-17 20:31:01
88,1.0,1.0,2014-01-17 22:41:01
89,3.0,1.0,2014-01-18 10:02:01
90,3.0,1.0,2014-01-18 12:48:01
91,7.0,1.0,2014-01-18 13:36:01
92,12.0,1.0,2014-01-18 15:58:01
93,3.0,1.0,2014-01-18 18:25:01
94,6.0,1.0,2014-01-18 19:31:01
95,3.0,1.0,2014-01-19 18:26:01
96,6.0,1.0,2014-01-19 19:52:01
97,13.0,2.0,2014-01-06 08:11:01
98,1.0,2.0,2014-01-06 12:17:01
99,11.0,2.0,2014-01-06 13:26:01
100,1.0,2.0,2014-01-06 17:17:01
101,8.0,2.0,2014-01-06 18:55:01
102,2.0,2.0,2014-01-06 20:49:01
103,8.0,2.0,2014-01-07 08:02:01
104,13.0,2.0,2014-01-07 08:18:01
105,1.0,2.0,2014-01-07 08:48:40
106,1.0,2.0,2014-01-07 12:05:01
107,7.0,2.0,2014-01-07 13:24:01
108,1.0,2.0,2014-01-07 17:31:01
109,8.0,2.0,2014-01-07 18:47:01
110,2.0,2.0,2014-01-07 20:10:01
111,8.0,2.0,2014-01-08 07:43:01
112,13.0,2.0,2014-01-08 08:06:01
113,1.0,2.0,2014-01-08 12:01:01
114,7.0,2.0,2014-01-08 13:43:01
115,1.0,2.0,2014-01-08 17:07:01
116,8.0,2.0,2014-01-08 18:17:01
117,2.0,2.0,2014-01-08 19:25:01
118,8.0,2.0,2014-01-09 08:01:01
119,13.0,2.0,2014-01-09 08:22:01
120,1.0,2.0,2014-01-09 12:18:01
121,11.0,2.0,2014-01-09 13:44:01
122,1.0,2.0,2014-01-09 17:19:01
123,8.0,2.0,2014-01-10 07:42:01
124,13.0,2.0,2014-01-10 08:12:01
125,1.0,2.0,2014-01-10 09:03:45
126,1.0,2.0,2014-01-10 12:09:01
127,5.0,2.0,2014-01-10 13:44:01
128,1.0,2.0,2014-01-10 17:06:01
129,8.0,2.0,2014-01-10 18:42:01
130,2.0,2.0,2014-01-10 19:50:01
131,8.0,2.0,2014-01-11 18:12:01
132,2.0,2.0,2014-01-11 20:29:01
133,8.0,2.0,2014-01-12 18:28:01
134,2.0,2.0,2014-01-12 19:30:01
135,8.0,2.0,2014-01-13 07:39:01
136,13.0,2.0,2014-01-13 08:02:01
137,1.0,2.0,2014-01-13 11:58:01
138,5.0,2.0,2014-01-13 13:43:01
139,1.0,2.0,2014-01-13 17:18:01
140,8.0,2.0,2014-01-13 18:39:01
141,2.0,2.0,2014-01-13 20:48:01
142,8.0,2.0,2014-01-14 07:49:01
143,13.0,2.0,2014-01-14 08:29:01
144,1.0,2.0,2014-01-14 12:00:01
145,11.0,2.0,2014-01-14 13:39:01
146,1.0,2.0,2014-01-14 17:21:01
147,8.0,2.0,2014-01-14 18:23:01
148,2.0,2.0,2014-01-14 19:45:01
149,8.0,2.0,2014-01-14 20:02:01
150,8.0,2.0,2014-01-15 08:10:01
151,1.0,2.0,2014-01-15 12:18:01
152,11.0,2.0,2014-01-15 13:28:01
153,1.0,2.0,2014-01-15 17:17:01
154,8.0,2.0,2014-01-15 18:34:01
155,2.0,2.0,2014-01-15 19:58:01
156,8.0,2.0,2014-01-16 07:56:01
157,13.0,2.0,2014-01-16 08:26:01
158,1.0,2.0,2014-01-16 11:59:01
159,2.0,2.0,2014-01-16 13:46:01
160,1.0,2.0,2014-01-16 17:20:01
161,8.0,2.0,2014-01-16 18:50:01
162,12.0,2.0,2014-01-16 20:15:01
163,8.0,2.0,2014-01-17 07:31:01
164,13.0,2.0,2014-01-17 08:09:01
165,1.0,2.0,2014-01-17 12:24:01
166,6.0,2.0,2014-01-17 13:41:01
167,1.0,2.0,2014-01-17 17:12:01
168,8.0,2.0,2014-01-18 18:23:01
169,2.0,2.0,2014-01-18 20:19:01
170,8.0,2.0,2014-01-19 18:16:01
171,2.0,2.0,2014-01-19 20:25:01
172,13.0,3.0,2014-01-06 07:47:01
173,1.0,3.0,2014-01-06 12:09:01
174,11.0,3.0,2014-01-06 13:50:01
175,1.0,3.0,2014-01-06 17:36:01
176,14.0,3.0,2014-01-07 07:55:01
177,1.0,3.0,2014-01-07 12:11:01
178,11.0,3.0,2014-01-07 13:54:01
179,1.0,3.0,2014-01-07 17:44:01
180,14.0,3.0,2014-01-08 07:03:01
181,13.0,3.0,2014-01-08 07:45:01
182,1.0,3.0,2014-01-08 12:13:01
183,2.0,3.0,2014-01-08 13:52:01
184,1.0,3.0,2014-01-08 17:37:01
185,14.0,3.0,2014-01-08 18:56:01
186,4.0,3.0,2014-01-08 20:53:01
187,14.0,3.0,2014-01-09 07:42:01
188,1.0,3.0,2014-01-09 12:16:01
189,2.0,3.0,2014-01-09 13:47:01
190,1.0,3.0,2014-01-09 17:43:01
191,14.0,3.0,2014-01-09 19:45:01
192,2.0,3.0,2014-01-09 21:44:01
193,14.0,3.0,2014-01-10 06:21:01
194,14.0,3.0,2014-01-10 07:40:01
195,13.0,3.0,2014-01-10 08:04:01
196,1.0,3.0,2014-01-10 12:23:01
197,11.0,3.0,2014-01-10 13:52:01
198,1.0,3.0,2014-01-10 17:44:01
199,14.0,3.0,2014-01-10 19:03:01
200,8.0,3.0,2014-01-11 00:29:01
201,14.0,3.0,2014-01-11 18:08:01
202,2.0,3.0,2014-01-11 20:04:01
203,14.0,3.0,2014-01-12 18:35:01
204,2.0,3.0,2014-01-12 20:12:01
205,14.0,3.0,2014-01-13 07:06:01
206,13.0,3.0,2014-01-13 07:39:01
207,1.0,3.0,2014-01-13 12:09:01
208,7.0,3.0,2014-01-13 13:43:01
209,1.0,3.0,2014-01-13 17:56:01
210,14.0,3.0,2014-01-14 07:39:01
211,13.0,3.0,2014-01-14 08:03:01
212,1.0,3.0,2014-01-14 11:58:01
213,10.0,3.0,2014-01-14 13:31:01
214,1.0,3.0,2014-01-14 17:29:01
215,14.0,3.0,2014-01-14 19:18:01
216,4.0,3.0,2014-01-14 20:58:01
217,14.0,3.0,2014-01-14 21:09:01
218,14.0,3.0,2014-01-15 07:21:01
219,13.0,3.0,2014-01-15 08:05:01
220,1.0,3.0,2014-01-15 11:54:01
221,7.0,3.0,2014-01-15 13:54:01
222,1.0,3.0,2014-01-15 17:55:01
223,14.0,3.0,2014-01-15 18:49:01
224,2.0,3.0,2014-01-15 20:17:01
225,14.0,3.0,2014-01-16 07:24:01
226,13.0,3.0,2014-01-16 08:01:01
227,1.0,3.0,2014-01-16 12:13:01
228,10.0,3.0,2014-01-16 13:52:01
229,1.0,3.0,2014-01-16 17:29:01
230,14.0,3.0,2014-01-16 18:37:01
231,2.0,3.0,2014-01-16 20:18:01
232,14.0,3.0,2014-01-17 07:01:01
233,13.0,3.0,2014-01-17 07:48:01
234,1.0,3.0,2014-01-17 12:15:01
235,5.0,3.0,2014-01-17 13:37:01
236,1.0,3.0,2014-01-17 17:57:01
237,14.0,3.0,2014-01-17 19:46:01
238,2.0,3.0,2014-01-17 21:59:01
239,14.0,3.0,2014-01-17 22:41:01
240,14.0,3.0,2014-01-18 18:00:01
241,15.0,3.0,2014-01-18 18:40:01
242,10.0,3.0,2014-01-18 19:44:01
243,14.0,3.0,2014-01-19 18:21:01
244,2.0,3.0,2014-01-19 19:47:01
245,16.0,4.0,2014-01-06 06:53:01
246,16.0,4.0,2014-01-06 07:15:01
247,1.0,4.0,2014-01-06 12:34:01
248,7.0,4.0,2014-01-06 13:00:01
249,7.0,4.0,2014-01-06 13:29:01
250,1.0,4.0,2014-01-06 18:20:01
251,17.0,4.0,2014-01-06 19:54:01
252,2.0,4.0,2014-01-06 20:52:01
253,17.0,4.0,2014-01-07 06:42:01
254,16.0,4.0,2014-01-07 06:56:01
255,16.0,4.0,2014-01-07 07:07:01
256,1.0,4.0,2014-01-07 12:09:01
257,7.0,4.0,2014-01-07 13:39:01
258,1.0,4.0,2014-01-07 18:22:01
259,17.0,4.0,2014-01-07 19:30:01
260,2.0,4.0,2014-01-07 21:25:01
261,17.0,4.0,2014-01-08 06:22:01
262,16.0,4.0,2014-01-08 07:06:01
263,1.0,4.0,2014-01-08 12:32:01
264,6.0,4.0,2014-01-08 13:34:01
265,1.0,4.0,2014-01-08 18:05:01
266,17.0,4.0,2014-01-08 18:17:01
267,17.0,4.0,2014-01-08 19:14:01
268,2.0,4.0,2014-01-08 21:02:01
269,17.0,4.0,2014-01-09 06:56:01
270,16.0,4.0,2014-01-09 07:15:01
271,1.0,4.0,2014-01-09 12:28:01
272,6.0,4.0,2014-01-09 13:22:01
273,1.0,4.0,2014-01-09 17:58:01
274,17.0,4.0,2014-01-09 19:53:01
275,12.0,4.0,2014-01-09 21:40:01
276,17.0,4.0,2014-01-10 06:46:01
277,16.0,4.0,2014-01-10 07:01:01
278,16.0,4.0,2014-01-10 07:31:01
279,1.0,4.0,2014-01-10 12:24:01
280,18.0,4.0,2014-01-10 13:34:01
281,1.0,4.0,2014-01-10 18:02:01
282,17.0,4.0,2014-01-10 18:13:01
283,17.0,4.0,2014-01-10 19:41:01
284,2.0,4.0,2014-01-10 19:48:01
285,2.0,4.0,2014-01-10 20:11:01
286,17.0,4.0,2014-01-11 12:58:01
287,2.0,4.0,2014-01-11 13:48:01
288,11.0,4.0,2014-01-11 16:11:01
289,17.0,4.0,2014-01-11 18:25:01
290,2.0,4.0,2014-01-11 19:27:01
291,17.0,4.0,2014-01-12 13:01:01
292,19.0,4.0,2014-01-12 16:05:01
293,17.0,4.0,2014-01-12 18:40:01
294,2.0,4.0,2014-01-12 20:46:01
295,17.0,4.0,2014-01-12 20:53:01
296,17.0,4.0,2014-01-13 06:32:01
297,16.0,4.0,2014-01-13 06:46:01
298,16.0,4.0,2014-01-13 07:12:01
299,1.0,4.0,2014-01-13 12:20:01
300,7.0,4.0,2014-01-13 13:38:01
301,1.0,4.0,2014-01-13 18:04:01
302,17.0,4.0,2014-01-13 19:28:01
303,4.0,4.0,2014-01-13 20:36:01
304,17.0,4.0,2014-01-14 07:00:01
305,16.0,4.0,2014-01-14 07:17:01
306,1.0,4.0,2014-01-14 12:09:01
307,2.0,4.0,2014-01-14 13:26:01
308,1.0,4.0,2014-01-14 17:59:01
309,17.0,4.0,2014-01-15 06:51:01
310,16.0,4.0,2014-01-15 07:10:01
311,1.0,4.0,2014-01-15 12:11:01
312,7.0,4.0,2014-01-15 13:31:01
313,1.0,4.0,2014-01-15 18:06:01
314,17.0,4.0,2014-01-15 19:17:01
315,2.0,4.0,2014-01-15 20:20:01
316,17.0,4.0,2014-01-15 20:30:01
317,17.0,4.0,2014-01-16 06:30:01
318,16.0,4.0,2014-01-16 06:57:01
319,16.0,4.0,2014-01-16 07:12:01
320,1.0,4.0,2014-01-16 12:18:01
321,18.0,4.0,2014-01-16 13:24:47
322,1.0,4.0,2014-01-16 18:21:01
323,17.0,4.0,2014-01-16 19:40:01
324,2.0,4.0,2014-01-16 21:14:01
325,17.0,4.0,2014-01-17 07:18:01
326,16.0,4.0,2014-01-17 07:31:01
327,1.0,4.0,2014-01-17 12:19:01
328,11.0,4.0,2014-01-17 13:22:01
329,1.0,4.0,2014-01-17 18:04:01
330,17.0,4.0,2014-01-17 19:09:01
331,2.0,4.0,2014-01-17 20:55:01
332,17.0,4.0,2014-01-18 12:40:01
333,18.0,4.0,2014-01-18 14:04:01
334,17.0,4.0,2014-01-18 18:25:01
335,20.0,4.0,2014-01-18 19:49:01
336,17.0,4.0,2014-01-19 12:31:01
337,19.0,4.0,2014-01-19 16:01:01
338,21.0,5.0,2014-01-06 08:11:01
339,1.0,5.0,2014-01-06 12:00:01
340,18.0,5.0,2014-01-06 13:48:01
341,1.0,5.0,2014-01-06 17:22:01
342,22.0,5.0,2014-01-07 07:20:01
343,21.0,5.0,2014-01-07 08:03:01
344,1.0,5.0,2014-01-07 12:08:01
345,7.0,5.0,2014-01-07 13:31:01
346,1.0,5.0,2014-01-07 17:17:01
347,22.0,5.0,2014-01-08 07:38:01
348,21.0,5.0,2014-01-08 08:14:01
349,1.0,5.0,2014-01-08 12:13:01
350,18.0,5.0,2014-01-08 13:33:01
351,1.0,5.0,2014-01-08 17:34:01
352,22.0,5.0,2014-01-08 19:25:01
353,6.0,5.0,2014-01-08 21:29:01
354,22.0,5.0,2014-01-08 21:43:01
355,22.0,5.0,2014-01-09 07:12:01
356,21.0,5.0,2014-01-09 07:45:01
357,1.0,5.0,2014-01-09 12:02:01
358,5.0,5.0,2014-01-09 13:28:01
359,1.0,5.0,2014-01-09 17:16:01
360,22.0,5.0,2014-01-09 18:44:01
361,6.0,5.0,2014-01-09 19:43:01
362,22.0,5.0,2014-01-10 07:11:01
363,21.0,5.0,2014-01-10 07:58:01
364,1.0,5.0,2014-01-10 11:52:01
365,7.0,5.0,2014-01-10 13:34:01
366,1.0,5.0,2014-01-10 17:12:01
367,22.0,5.0,2014-01-10 18:30:01
368,6.0,5.0,2014-01-10 18:54:01
369,8.0,5.0,2014-01-10 23:21:01
370,22.0,5.0,2014-01-11 18:13:01
371,6.0,5.0,2014-01-11 19:23:01
372,22.0,5.0,2014-01-12 18:35:01
373,6.0,5.0,2014-01-12 20:08:01
374,22.0,5.0,2014-01-13 07:22:01
375,21.0,5.0,2014-01-13 08:05:01
376,1.0,5.0,2014-01-13 12:11:01
377,18.0,5.0,2014-01-13 13:37:01
378,1.0,5.0,2014-01-13 17:28:01
379,22.0,5.0,2014-01-13 19:07:01
380,12.0,5.0,2014-01-13 20:21:01
381,22.0,5.0,2014-01-14 07:43:01
382,21.0,5.0,2014-01-14 07:56:01
383,1.0,5.0,2014-01-14 12:04:01
384,6.0,5.0,2014-01-14 13:45:01
385,1.0,5.0,2014-01-14 17:26:01
386,22.0,5.0,2014-01-14 19:06:01
387,6.0,5.0,2014-01-14 20:41:01
388,22.0,5.0,2014-01-15 06:58:01
389,21.0,5.0,2014-01-15 07:45:01
390,1.0,5.0,2014-01-15 11:52:01
391,2.0,5.0,2014-01-15 13:28:01
392,1.0,5.0,2014-01-15 17:12:01
393,22.0,5.0,2014-01-15 18:47:01
394,6.0,5.0,2014-01-15 20:30:01
395,22.0,5.0,2014-01-16 07:44:01
396,21.0,5.0,2014-01-16 08:02:01
397,1.0,5.0,2014-01-16 12:15:01
398,2.0,5.0,2014-01-16 13:28:01
399,1.0,5.0,2014-01-16 17:22:01
400,22.0,5.0,2014-01-16 18:42:01
401,6.0,5.0,2014-01-16 20:26:01
402,22.0,5.0,2014-01-17 07:41:01
403,21.0,5.0,2014-01-17 07:54:01
404,1.0,5.0,2014-01-17 17:24:01
405,22.0,5.0,2014-01-17 18:38:01
406,6.0,5.0,2014-01-17 18:49:01
407,6.0,5.0,2014-01-17 19:44:01
408,22.0,5.0,2014-01-18 18:35:01
409,6.0,5.0,2014-01-18 19:26:01
410,22.0,5.0,2014-01-19 18:47:01
411,6.0,5.0,2014-01-19 19:50:01
412,23.0,6.0,2014-01-06 07:51:01
413,1.0,6.0,2014-01-06 12:01:01
414,5.0,6.0,2014-01-06 13:25:01
415,1.0,6.0,2014-01-06 17:30:01
416,24.0,6.0,2014-01-06 18:45:01
417,18.0,6.0,2014-01-06 20:14:01
418,24.0,6.0,2014-01-07 07:17:01
419,23.0,6.0,2014-01-07 07:57:01
420,1.0,6.0,2014-01-07 11:55:01
421,5.0,6.0,2014-01-07 13:37:01
422,1.0,6.0,2014-01-07 17:45:01
423,24.0,6.0,2014-01-07 19:20:01
424,18.0,6.0,2014-01-07 20:13:01
425,24.0,6.0,2014-01-08 07:24:01
426,23.0,6.0,2014-01-08 07:57:01
427,1.0,6.0,2014-01-08 12:10:01
428,2.0,6.0,2014-01-08 13:28:01
429,1.0,6.0,2014-01-08 17:52:01
430,24.0,6.0,2014-01-08 19:45:01
431,18.0,6.0,2014-01-08 21:15:01
432,24.0,6.0,2014-01-09 07:07:01
433,23.0,6.0,2014-01-09 07:44:01
434,1.0,6.0,2014-01-09 11:55:01
435,18.0,6.0,2014-01-09 13:09:01
436,1.0,6.0,2014-01-09 13:18:58
437,1.0,6.0,2014-01-09 17:28:01
438,24.0,6.0,2014-01-09 19:05:01
439,11.0,6.0,2014-01-09 20:33:01
440,24.0,6.0,2014-01-10 07:06:01
441,23.0,6.0,2014-01-10 07:44:01
442,1.0,6.0,2014-01-10 12:11:01
443,11.0,6.0,2014-01-10 13:28:01
444,1.0,6.0,2014-01-10 14:40:01
445,25.0,6.0,2014-01-10 16:16:01
446,1.0,6.0,2014-01-10 17:06:01
447,1.0,6.0,2014-01-10 17:41:01
448,24.0,6.0,2014-01-10 18:40:01
449,8.0,6.0,2014-01-10 22:20:01
450,24.0,6.0,2014-01-11 12:32:01
451,7.0,6.0,2014-01-11 13:54:01
452,24.0,6.0,2014-01-11 18:20:01
453,18.0,6.0,2014-01-11 19:20:01
454,24.0,6.0,2014-01-12 18:15:01
455,18.0,6.0,2014-01-12 19:26:01
456,24.0,6.0,2014-01-13 07:51:01
457,23.0,6.0,2014-01-13 08:03:01
458,1.0,6.0,2014-01-13 11:46:01
459,2.0,6.0,2014-01-13 13:34:01
460,1.0,6.0,2014-01-13 17:50:01
461,24.0,6.0,2014-01-13 19:14:01
462,18.0,6.0,2014-01-13 20:49:01
463,24.0,6.0,2014-01-14 07:21:01
464,23.0,6.0,2014-01-14 07:56:01
465,1.0,6.0,2014-01-14 12:12:01
466,2.0,6.0,2014-01-14 13:20:01
467,1.0,6.0,2014-01-14 17:54:01
468,24.0,6.0,2014-01-15 07:30:01
469,23.0,6.0,2014-01-15 08:02:01
470,1.0,6.0,2014-01-15 12:05:01
471,6.0,6.0,2014-01-15 13:11:01
472,1.0,6.0,2014-01-15 17:41:01
473,24.0,6.0,2014-01-15 19:10:01
474,18.0,6.0,2014-01-15 21:07:01
475,24.0,6.0,2014-01-16 07:08:01
476,23.0,6.0,2014-01-16 07:53:01
477,1.0,6.0,2014-01-16 11:53:01
478,2.0,6.0,2014-01-16 13:39:01
479,1.0,6.0,2014-01-16 17:34:01
480,24.0,6.0,2014-01-16 19:14:01
481,18.0,6.0,2014-01-16 21:00:01
482,24.0,6.0,2014-01-17 07:31:01
483,23.0,6.0,2014-01-17 07:53:01
484,1.0,6.0,2014-01-17 17:42:01
485,24.0,6.0,2014-01-17 19:36:01
486,18.0,6.0,2014-01-17 20:23:01
487,24.0,6.0,2014-01-18 12:20:01
488,7.0,6.0,2014-01-18 12:35:01
489,7.0,6.0,2014-01-18 13:27:01
490,20.0,6.0,2014-01-18 15:44:01
491,16.0,7.0,2014-01-06 07:47:01
492,1.0,7.0,2014-01-06 11:46:01
493,6.0,7.0,2014-01-06 13:30:01
494,1.0,7.0,2014-01-06 17:32:01
495,26.0,7.0,2014-01-07 07:19:01
496,16.0,7.0,2014-01-07 07:46:01
497,1.0,7.0,2014-01-07 12:09:01
498,11.0,7.0,2014-01-07 13:18:01
499,1.0,7.0,2014-01-07 17:41:01
500,26.0,7.0,2014-01-07 19:22:01
501,2.0,7.0,2014-01-07 21:07:01
502,26.0,7.0,2014-01-08 07:20:01
503,16.0,7.0,2014-01-08 07:53:01
504,1.0,7.0,2014-01-08 11:10:01
505,27.0,7.0,2014-01-08 13:01:01
506,1.0,7.0,2014-01-08 13:16:01
507,1.0,7.0,2014-01-08 13:40:01
508,1.0,7.0,2014-01-08 17:22:01
509,26.0,7.0,2014-01-08 18:25:01
510,2.0,7.0,2014-01-08 19:33:01
511,26.0,7.0,2014-01-08 19:41:01
512,26.0,7.0,2014-01-09 07:44:01
513,16.0,7.0,2014-01-09 07:58:01
514,1.0,7.0,2014-01-09 11:51:01
515,5.0,7.0,2014-01-09 13:28:01
516,1.0,7.0,2014-01-09 17:47:01
517,26.0,7.0,2014-01-09 18:48:01
518,2.0,7.0,2014-01-09 20:10:01
519,26.0,7.0,2014-01-09 20:16:01
520,26.0,7.0,2014-01-10 07:15:01
521,16.0,7.0,2014-01-10 07:40:01
522,1.0,7.0,2014-01-10 11:00:01
523,27.0,7.0,2014-01-10 13:13:01
524,1.0,7.0,2014-01-10 13:42:01
525,1.0,7.0,2014-01-10 17:28:01
526,26.0,7.0,2014-01-10 19:12:01
527,8.0,7.0,2014-01-10 22:43:01
528,26.0,7.0,2014-01-10 23:00:01
529,26.0,7.0,2014-01-11 12:31:01
530,7.0,7.0,2014-01-11 13:38:01
531,26.0,7.0,2014-01-11 18:14:01
532,18.0,7.0,2014-01-11 19:45:01
533,26.0,7.0,2014-01-12 12:31:01
534,10.0,7.0,2014-01-12 13:57:01
535,26.0,7.0,2014-01-12 17:57:01
536,2.0,7.0,2014-01-12 20:19:01
537,26.0,7.0,2014-01-12 20:46:01
538,26.0,7.0,2014-01-13 07:26:01
539,16.0,7.0,2014-01-13 07:53:01
540,1.0,7.0,2014-01-13 11:57:01
541,11.0,7.0,2014-01-13 13:35:01
542,1.0,7.0,2014-01-13 17:17:01
543,26.0,7.0,2014-01-14 07:21:01
544,16.0,7.0,2014-01-14 07:50:01
545,1.0,7.0,2014-01-14 11:13:01
546,27.0,7.0,2014-01-14 13:20:01
547,1.0,7.0,2014-01-14 17:32:01
548,26.0,7.0,2014-01-14 19:40:01
549,2.0,7.0,2014-01-14 21:42:01
550,26.0,7.0,2014-01-15 06:24:01
551,26.0,7.0,2014-01-15 07:10:01
552,16.0,7.0,2014-01-15 07:40:01
553,1.0,7.0,2014-01-15 12:16:01
554,2.0,7.0,2014-01-15 13:44:01
555,1.0,7.0,2014-01-15 17:35:01
556,26.0,7.0,2014-01-15 18:51:01
557,11.0,7.0,2014-01-15 19:53:01
558,26.0,7.0,2014-01-16 07:23:01
559,16.0,7.0,2014-01-16 07:44:01
560,1.0,7.0,2014-01-16 12:11:01
561,2.0,7.0,2014-01-16 13:31:01
562,1.0,7.0,2014-01-16 17:45:01
563,26.0,7.0,2014-01-17 07:08:01
564,16.0,7.0,2014-01-17 07:55:01
565,1.0,7.0,2014-01-17 11:20:01
566,27.0,7.0,2014-01-17 11:34:57
567,27.0,7.0,2014-01-17 14:00:01
568,1.0,7.0,2014-01-17 17:32:01
569,26.0,7.0,2014-01-17 19:25:01
570,2.0,7.0,2014-01-17 20:06:01
571,26.0,7.0,2014-01-18 12:38:01
572,7.0,7.0,2014-01-18 13:06:01
573,20.0,7.0,2014-01-18 15:26:01
574,26.0,7.0,2014-01-19 18:26:01
575,4.0,7.0,2014-01-19 20:08:01
576,0.0,8.0,2014-01-06 07:59:01
577,1.0,8.0,2014-01-06 12:18:01
578,5.0,8.0,2014-01-06 13:50:01
579,1.0,8.0,2014-01-06 17:33:01
580,28.0,8.0,2014-01-07 07:14:01
581,0.0,8.0,2014-01-07 07:39:01
582,1.0,8.0,2014-01-07 12:29:01
583,18.0,8.0,2014-01-07 13:37:01
584,1.0,8.0,2014-01-07 17:17:01
585,28.0,8.0,2014-01-07 19:01:01
586,18.0,8.0,2014-01-07 20:20:01
587,28.0,8.0,2014-01-08 07:32:01
588,0.0,8.0,2014-01-08 08:02:01
589,1.0,8.0,2014-01-08 12:11:01
590,5.0,8.0,2014-01-08 13:44:01
591,1.0,8.0,2014-01-08 17:39:01
592,28.0,8.0,2014-01-08 19:22:01
593,18.0,8.0,2014-01-08 20:32:01
594,28.0,8.0,2014-01-08 20:46:55
595,28.0,8.0,2014-01-09 07:43:01
596,0.0,8.0,2014-01-09 07:55:01
597,1.0,8.0,2014-01-09 12:06:01
598,11.0,8.0,2014-01-09 13:35:01
599,1.0,8.0,2014-01-09 17:31:01
600,28.0,8.0,2014-01-09 18:55:01
601,11.0,8.0,2014-01-09 19:04:01
602,11.0,8.0,2014-01-09 20:30:01
603,28.0,8.0,2014-01-10 07:18:01
604,0.0,8.0,2014-01-10 08:01:01
605,1.0,8.0,2014-01-10 12:28:01
606,6.0,8.0,2014-01-10 13:44:01
